nuevo	nove
incongruo	incongrue
inconjugable	inconjugabile
inconvertible	inconvertibile
incultivable	incultivabile
inmolador	immolante
inspirativo	inspirative
interjectivo	interjective
intermuscular	intermuscular
isobárico	isobaric
isquiático	ischiatic
judaizante	judaisante
labiodental	labiodental
lamaísta	lamaista
laminador	laminante
legalizable	legalisabile
librador	liberante
licitador	licitatori
licitante	licitante
limitable	limitabile
madurador	maturante
maestral	maestral
malcontento	malcontente
marcescente	marcescente
modificante	modificante
monopolar	monopolar
mugidor	mugiente
negable	negabile
neocapitalista	neocapitalista
nivoso	nivose
obtusángulo	obtusangule
oxiacetilénico	oxyacetylenic
panado	panate
pangermanista	pangermanista
papuloso	papulose
parónimo	paronyme
perlítico	perlitic
poiquilotermo	poikilotherme
polisintético	polysynthetic
poliárquico	polyarchic
ponderador	ponderante
postnupcial	postnuptial
preconizador	preconisante
preganglionar	preganglionar
pretenso	pretense
producible	producibile
proficiente	proficiente
prolongable	prolongabile
pronosticador	prognosticante
pronunciable	pronunciabile
propagativo	propagative
purgador	purgatori
pítico	pythic
raspante	raspante
recomendatorio	recommendatori
reconocedor	recognoscente
refrescador	refrescatori
regador	rigante
reivindicable	revindicabile
relajador	relaxante
representador	representatori
reprochador	reprochante
rizófago	rhizophage
robador	robante
rodio	rhodian
rostrado	rostrate
segregativo	segregative
serrador	serrante
siracusano	syracusan
sociométrico	sociometric
sorteable	evitabile
substitutivo	substitutive
sudoral	sudoral
superfluido	superfluite
tabulador	tabulante
teogónico	theogonic
tergiversador	tergiversante
terminable	terminabile
tifo	plen
timocrático	timocratic
torcedor	torquente
tragador	glutiente
transmontano	transmontan
traspasable	transpassabile
triatómico	triatomic
tríplice	triplice
tumbal	tumbal
túrbido	turbide
vacunador	vaccinante
varioloso	variolose
vertedor	vertente
vesicante	vesicante
ápodo	apode
acomodable	accommodabile
acomodadizo	accommodante
aconsejador	consiliante
acromial	acromial
actualizador	actualisante
adelgazador	magriente
adenoide	adenoide
afianzador	assecurante
agregativo	aggregative
albuminoso	albuminose
amparador	albergante
anticipativo	anticipative
antimonial	antimonial
antiparlamentario	antiparlamentari
antisimétrico	antisymmetric
arremetedor	cargante
atacador	attaccatori
atérmico	athermic
augurador	augurante
binómico	binomial
bivitelino	bivitellin
biyectivo	bijective
blasfematorio	blasphematori
calcolítico	chalcolithic
cardial	cardial
centellador	scintillante
cipriota	cypriota
cogitativo	cogitative
comanditario	commanditari
comburente	comburente
conchífero	conchyfere
confirmador	confirmante
conformable	conformabile
congelable	congelabile
congratulatorio	congratulatori
coniforme	coniforme
conjeturable	conjecturabile
consolidable	consolidabile
contratable	contractabile
corroborativo	corroborative
daltoniano	daltonian
decamétrico	decametric
deformatorio	deformatori
delegatorio	delegatori
delimitante	delimitante
desbaratador	ruinante
descifrador	decifrante
desmentidor	dismentiente
desmenuzador	minutiante
destructible	destructibile
diaconal	diaconal
diamantado	diamantate
diamantífero	diamantifere
diatérmico	diathermic
dibásico	dibasic
digitígrado	digitigrade
dilatable	dilatabile
dimitente	dimittente
disputable	disputabile
drupáceo	drupacee
durativo	durative
electrotérmico	electrothermic
endodérmico	endodermic
enorgullecedor	inorgoliante
entendedor	intendente
equimolecular	equimolecular
equipotencial	equipotential
escarnecedor	ludificante
esquistoso	schistose
expedidor	expediente
explicador	explicante
expurgatorio	expurgatori
finalizador	finalisante
fotófobo	photophobe
fulminador	fulminatori
fusionista	fusionista
galanteador	galanteante
gamopétalo	gamopetale
geomántico	geomantic
gladiatorio	gladiatori
gnomónico	gnomonic
gruñidor	grunniente
guerreador	guerreante
guiñador	palpebrante
herodiano	herodian
herpetólogo	herpetologic
higrométrico	hygrometric
hipostático	hypostatic
hipotáctico	hypotactic
hológrafo	holographe
ignívomo	ignivome
ilimitable	illimitabile
implicatorio	implicatori
inarrugable	inarrugabile
incesable	incessabile
incomplejo	incomplexe
inexhausto	inexhauste
inflamador	inflammante
infrangible	infrangibile
interpretador	interpretante
inventariable	inventariabile
invocador	invocante
irredentista	irredentista
ismaelita	ismaelita
lactescente	lactescente
lactífero	lactifere
litófago	lithophage
magnetizable	magnetisabile
malgastador	dispendente
maullador	miaulante
meditador	meditante
meningítico	meningitic
menospreciativo	minuspreciative
mercúrico	mercuric
mezclable	miscibile
mimador	mimante
monasterial	monasterial
monospermo	monosperme
nectarino	nectarin
negligible	negligibile
obscurantista	obscurantista
odontálgico	odontalgic
ofuscador	offuscante
palacial	palatial
paleotropical	paleotropical
panislámico	panislamic
paraláctico	parallactic
paratífico	paratyphic
parenético	parenetic
partitivo	partitive
pisiforme	pisiforme
plantígrado	plantigrade
precipitoso	precipitose
preguntador	questionante
pretorial	pretorial
prolongador	prolongante
publicador	publicante
pícnico	pycnic
quíntuplo	quintuple
radiogénico	radiogenic
radioquímico	radiochimic
rapiñador	rapinante
recordativo	recordative
regularizador	regularisante
remediador	remediante
remontante	remontante
repercutible	repercutibile
reptador	reptatori
restituible	restituibile
reñidor	contendente
sabeo	sabee
sacador	tirante
semifluido	semifluide
separativo	separative
simplificable	simplificabile
sindicable	syndicabile
suabo	suabe
suavizador	ablandante
subdesértico	subdesertic
sudorífero	sudorifere
sufrible	suffribile
sugestionador	suggestionante
supletivo	suppletive
suspensorio	suspensori
susurrador	susurratori
temblador	tremulante
tetragonal	tetragonal
tetrasílabo	tetrasyllabe
tetrámero	tetramere
tragante	glutiente
triaxial	triaxial
trilocular	trilocular
umbilicado	umbilicate
vaticinador	vaticinante
venerador	venerante
vicarial	vicarial
vicariante	vicariante
vindicador	vindicante
vulgarizador	vulgarisante
abonador	abonante
aborrecedor	abhorrente
acabable	finibile
acrecentador	accrescente
adquisidor	acquirente
albugíneo	albuginee
algébrico	algebric
alpestre	alpestre
altaico	altaic
altísono	altisone
ampliador	ampliante
anacorético	anachoretic
anacreóntico	anacreontic
anginoso	anginose
anticipante	anticipante
anticlinal	anticlinal
antilógico	antilogic
aplazable	ajornabile
areolar	areolar
argótico	argotic
arrancador	evellente
asediante	assediante
asindético	asyndetic
astigmático	astigmatic
atenuador	attenuatori
atisbador	spiante
autorizador	autorisante
averroísta	averroista
axonométrico	axonometric
batipelágico	bathypelagic
biaxial	biaxial
bicúspide	bicuspide
biunívoco	biunivoc
blasfemador	blasphemante
braquicéfalo	brachycephale
calcinador	calcinante
cambriano	cambrian
catadióptrico	catadioptric
categoremático	categorematic
cerífero	cerifere
chillador	stridente
cisalpino	cisalpin
citador	citante
citatorio	citatori
coagulador	coagulatori
coalescente	coalescente
cobijador	albergante
coeducacional	coeducational
coercible	coercibile
combatible	combattibile
compareciente	comparente
compensable	compensabile
condenador	condemnante
condensable	condensabile
congruo	congrue
conjugable	conjugabile
continuativo	continuative
convenible	convenibile
corroborante	corroborante
crateriforme	crateriforme
criptógamo	cryptogame
cuádruplo	quadruple
dactílico	dactylic
davídico	davidic
demonológico	demonologic
denigrador	denigrante
denigrativo	denigrative
deponente	deponente
desgranador	disgranante
deshumano	dishuman
designativo	designative
despoblador	dispopulante
desvanecedor	dissipante
detersivo	detersive
devoniano	devonian
dicente	dicente
digitiforme	digitiforme
dilucidador	elucidante
dirimible	dirimibile
discernidor	discernente
disgregativo	disgregative
disimulador	dissimulante
disoluble	dissolubile
divagador	divagatori
doblegable	plicabile
duodecimal	duodecimal
duplicativo	duplicative
dísono	dissone
eflorescente	efflorescente
elaborable	elaborabile
electropositivo	electropositive
embarazador	embarassante
emborrachador	inebriante
enamorador	inamorante
encendedor	incendente
enlazable	laciabile
ensiforme	ensiforme
envainador	invainante
epentético	epenthetic
equipotente	equipotente
equiángulo	equiangule
escarbador	radente
escorbútico	scorbutic
espirador	spiratori
estampador	stampante
estelado	stellate
estereoisómero	stereoisomere
estimador	estimante
estrellar	stellar
evaporable	evaporabile
evocatorio	evocatori
expiativo	expiative
festejador	festante
fingidor	fingitori
fortificador	fortificante
fosforoso	phosphorose
fregador	fregante
frumentario	frumentari
fruncidor	corrugante
fundible	fundibile
galactóforo	galactophore
glaucomatoso	glaucomatose
gritador	critante
helmíntico	helminthic
heptasílabo	heptasyllabe
herciniano	hercynian
hexasílabo	hexasyllabe
hiperplástico	hyperplastic
hominal	hominal
homógrafo	homographe
humillador	humiliante
ileocecal	ileocecal
ilirio	illyrie
impelente	impellente
imperfectivo	imperfective
impugnativo	impugnative
inambiguo	inambigue
inarticulable	inarticulabile
inconsiderado	inconsiderate
incristalizable	incrystallisabile
indefensible	indefensibile
inmiscible	immiscibile
inobediente	inobediente
inobservante	inobservante
inoculador	inoculante
inquietador	inquietatori
interalveolar	interalveolar
interferencial	interferential
intergranular	intergranular
interocular	interocular
interparietal	interparietal
invertible	invertibile
inyectivo	injective
iterable	iterabile
laborante	laborante
lanado	lanate
lanuginoso	lanuginose
laxativo	laxative
leptorrino	leptorrhin
leíble	legibile
llevador	portante
lucroso	lucrose
líbico	libyc
maleolar	malleolar
manifestativo	manifestative
masorético	masoretic
matronal	matronal
memorativo	memorative
merdoso	merdose
meretricio	meretricie
mesodérmico	mesodermic
metapsíquico	metapsychic
microcelular	microcellular
microcéfalo	microcephale
microlítico	microlithic
moledor	molente
monoclínico	monoclinic
morfofonológico	morphophonologic
mormónico	mormonic
motonáutico	motonautic
multicaule	multicaule
multicopista	copiante
neptuniano	neptunian
neutralizable	neutralisabile
nizardo	nizzarde
onomasiológico	onomasiologic
ordeñador	mulgente
orleanista	orleanista
ososo	ossose
ostentador	ostentante
oxítono	oxytone
palado	palate
papú	papu
parafrástico	paraphrastic
paratáctico	paratactic
parcelable	parcellabile
pañero	drapper
penable	penabile
perfumador	perfumante
periglacial	periglacial
periscópico	periscopic
perturbable	perturbabile
pinado	pinnate
pisable	calcabile
piscatorio	piscatori
placible	placibile
pleurítico	pleuritic
plumado	plumate
poliatómico	polyatomic
pomerano	pomeran
pravo	prave
prehelénico	prehellenic
prepalatal	prepalatal
proconsular	proconsular
prohibitorio	prohibitori
psicasténico	psychasthenic
pulsativo	pulsative
pulverizable	pulverisabile
putrescente	putrescente
radiocubital	radiocubital
radiotóxico	radiotoxic
recompensable	recompensabile
reduplicativo	reduplicative
reentrante	reentrante
remisible	remissibile
renitente	renitente
requeridor	requirente
rescindible	rescindibile
responsivo	responsive
restringible	restringibile
resucitador	resuscitante
rinofaríngeo	rhinopharyngee
roborativo	roborative
salmónido	salmonide
sanativo	sanative
saturnio	saturnie
selénico	selenic
semianual	semiannual
sesquiáltero	sesquialtere
silicótico	silicotic
sintetizable	synthetisabile
sobrepasable	superpassabile
sofocador	suffocante
solípedo	solipede
soporoso	soporose
submúltiplo	submultiple
subrogatorio	subrogatori
sucoso	succose
surcador	sulcante
sustituidor	substituente
talcoso	talcose
tapador	tappante
templador	temperante
tensioactivo	tensioactive
tenífugo	tenifuge
terminativo	terminative
termomagnético	thermomagnetic
tetrágono	tetragone
topador	incontrante
tramador	tramante
transmutable	transmutabile
transmutatorio	transmutatori
transpolar	transpolar
transuránico	transuranic
tremulante	tremulante
tricotómico	trichotomic
trigonal	trigonal
trimotor	trimotor
tripolitano	tripolitan
trisílabo	trisyllabe
túmido	tumite
uncial	uncial
valaco	valache
valorizador	valorisante
verminoso	verminose
vindicatorio	vindicatori
volteador	volteante
vomitorio	vomitori
vulcanio	vulcanie
absidal	absidal
acuchillador	sablante
acuátil	aquatile
acídulo	acidule
adinámico	adynamic
adjetivador	adjectivante
aerológico	aerologic
agrupador	aggruppante
aguantable	supportabile
alegador	allegante
alienable	alienabile
ampliativo	ampliative
anglófobo	anglophobe
antiproteccionista	antiprotectionista
anulativo	annullative
apagable	extinguibile
apelante	appellante
aplacable	placabile
aplacador	placante
aplaudidor	applauditori
apocromático	apochromatic
apológico	apologic
apreciador	appreciante
apurador	appurante
arenáceo	arenacee
arrendable	arrentabile
astático	astatic
atador	ligante
atizador	attisante
avalador	avalisante
averiguable	verificabile
averiguador	verificante
avivador	avivante
avéstico	avestic
biauricular	biauricular
biforme	biforme
bipartido	bipartite
bitonal	bitonal
brahmánico	brahmanic
brillador	brillante
bruñidor	bruniente
calibrador	calibrante
canalizable	canalisabile
catarroso	catarrhose
caulescente	caulescente
causativo	causative
cenobítico	cenobitic
ciclonal	cyclonal
cirroso	cirrose
cismontano	cismontan
clarificativo	clarificative
coagulable	coagulabile
cobratorio	exigitori
cognado	cognate
comendatorio	commendatori
compendiador	compendiante
compensativo	compensative
componible	componibile
conexivo	connexive
confeccionador	confectionante
confederativo	confederative
consagrable	consecrabile
constantinopolitano	constantinopolitan
consumativo	consummative
contribuidor	contribuitori
corneador	cornante
cosedor	suente
criticador	criticante
cromolitográfico	chromolithographic
cronográfico	chronographic
cuadrisílabo	quadrisyllabe
damascado	damascate
dativo	dative
decagonal	decagonal
decimétrico	decimetric
deflagrador	deflagrante
degenerante	degenerante
dejativo	lassative
delusorio	delusori
dendriforme	dendriforme
deprecatorio	deprecatori
desatador	disligante
desconectable	disconnectibile
desestimador	disestimante
desinencial	desinential
desmenuzable	minutiabile
despegador	discollante
desperdiciador	dispendente
difluente	diffluente
dignificable	dignificabile
diluente	diluente
dimorfo	dimorphe
disgregante	disgregante
disputador	disputante
distensible	distensibile
divinatorio	divinatori
dióptrico	dioptric
dolicocéfalo	dolichocephale
domable	domabile
dotador	dotante
dramatizable	dramatisabile
dualístico	dualistic
dárdano	dardane
ejercitante	exercitante
electrometalúrgico	electrometallurgic
electronegativo	electronegative
elogiador	elogisante
elzeviriano	elzevirian
embargante	detenente
emulsivo	emulsive
encarcelador	incarcerante
enderezador	adressante
enfriable	frigidabile
enmendador	emendante
ensuciador	immundante
equilateral	equilateral
escandente	scandente
escenificable	inscenabile
escotista	scotista
escudriñable	scrutinabile
esméctico	smectic
esparcidor	spargente
esquilador	tondente
estoposo	stoppose
evaporador	evaporante
exagerativo	exaggerative
excrementoso	excrementose
excretorio	excretori
execratorio	execratori
exhalador	exhalante
exhortatorio	exhortatori
exocéntrico	exocentric
exoftálmico	exophthalmic
expugnable	expugnabile
exterminable	exterminabile
extinguible	extinguibile
extirpador	extirpante
farfullador	garrulante
faunesco	faunesc
figurable	figurabile
filoxérico	phylloxeric
flagelador	flagellante
formable	formabile
fotolitográfico	photolithographic
fraguador	forgiante
frotador	fricante
fructificador	fructificante
frustratorio	frustratori
fumívoro	fumivore
galvanoplástico	galvanoplastic
geófago	geophage
glotal	glottal
gnéisico	gneissic
graznador	coaxante
guarnecedor	guarniente
gímnico	gymnic
heptasilábico	heptasyllabic
hibernal	hibernal
hiemal	hyemal
hiperemotivo	hyperemotive
hipocorístico	hypocoristic
homopolar	homopolar
homotético	homothetic
horadador	forante
huidor	fugiente
hurgón	perquirente
ignífero	ignifere
ilativo	illative
imparisílabo	imparisyllabe
impudente	impudente
impugnante	impugnante
incensurable	incensurabile
incombinable	incombinabile
incomodador	incommodante
incompasible	incompassibile
increpador	reprehendente
inculpable	inculpabile
indigestible	indigestibile
indomado	indomate
infrasónico	infrasonic
infusible	infusibile
inmoble	immobile
inopinable	inopinabile
inquiridor	inquiritori
insinuativo	insinuative
insubstituible	insubstituibile
insultador	insultatori
interclavicular	interclavicular
interdentario	interdentari
interlingüístico	interlinguistic
interlobular	interlobular
intermaxilar	intermaxillar
internasal	internasal
intervocálico	intervocalic
islándico	islandic
lamedor	lambente
lanífero	lanifere
lapídeo	lapidee
legislable	legiferabile
livonio	livonie
llorador	plorante
longánimo	longanime
loxodrómico	loxodromic
láureo	lauree
madrepórico	madreporic
madrigalesco	madrigalesc
magnetohidrodinámico	magnetohydrodynamic
medicable	medicabile
meliorativo	meliorative
mendoso	mendose
menstruoso	menstruose
mercurioso	mercuriose
mesocéfalo	mesocephale
metacromático	metachromatic
micronesio	micronesian
ministrable	ministrabile
mitigativo	mitigative
mojador	molliante
molificativo	mollificative
monadelfo	monadelphe
monocíclico	monocyclic
monosépalo	monosepale
movedor	movente
multilátero	multilatere
navicular	navicular
necrobiótico	necrobiotic
nervino	nervin
obedecible	obedibile
obligativo	obligative
obsidional	obsidional
ofendedor	offendente
oledor	olente
omisible	omissibile
opercular	opercular
opiado	opiate
opoterápico	opotherapic
ordenante	ordinante
ortofónico	orthophonic
ortonormal	orthonormal
paduano	paduan
paliatorio	palliatori
papalino	papalin
paremiológico	paremiologic
parodiador	parodiante
paronomástico	paronomastic
paroxismal	paroxysmal
paroxítono	paroxytone
participial	participial
pecable	peccabile
pediculado	pediculate
pelagiano	pelagian
pentasílabo	pentasyllabe
picardo	picarde
pirofórico	pyrophoric
pirogálico	pyrogallic
piromagnético	pyromagnetic
pisador	calcante
placiente	placente
platinífero	platinifere
platirrino	platyrrhin
plegador	plicante
polisilábico	polysyllabic
polisílabo	polysyllabe
polífono	polyphone
postmedieval	postmedieval
postmeridiano	postmeridian
preopinante	preopinante
prepóstero	prepostere
prorrogativo	prorogative
pugnante	pugnante
pultáceo	pultacee
quebrador	rumpente
quebrantador	disrumpente
quilométrico	kilometric
quilífero	chylifere
quintillizo	quintugemine
radiotransparente	radiotransparente
rajable	ragiabile
rasgador	divellente
rebuscador	perquirente
rechinador	stridente
recompensatorio	recompensatori
reconvertible	reconvertibile
rectificativo	rectificative
redhibitorio	redhibitori
refutatorio	refutatori
regalador	regalante
relatador	relatante
reprehensible	reprehensibile
resbalador	glissante
retardatorio	retardatori
retroflejo	retroflexe
revocador	revocante
rizador	buclante
rodeador	circumferente
rubescente	rubescente
rumiador	ruminante
ruteno	ruthen
saboreador	saporante
saburral	saburral
sacciforme	sacciforme
saciable	satiabile
sanable	sanabile
sanguinoso	sanguinose
sarcomatoso	sarcomatose
saxátil	saxatile
seccionador	sectionante
semicristalino	semicrystallin
septenario	septenari
servador	servante
silesiano	silesian
simpatizador	sympathisatori
sinalagmático	synallagmatic
sirviente	serviente
solicitador	sollicitatori
sorteador	evitante
suborbitario	suborbitari
suburbicario	suburbicari
supereminente	supereminente
supererogatorio	supererogatori
suplantable	supplantabile
suplemental	supplemental
suspendedor	suspendente
sáxeo	saxee
temperante	temperante
teodosiano	theodosian
testudíneo	testudinee
transfigurable	transfigurabile
transmigratorio	transmigratori
transmutativo	transmutative
triclínico	triclinic
trilítero	trilittere
trisilábico	trisyllabic
triturable	triturabile
trocable	trocabile
trépido	trepide
trímero	trimere
tártrico	tartric
ubiquitario	ubiquitari
umbrátil	umbratile
unguiculado	unguiculate
unifoliado	unifoliate
uraloaltaico	uraloaltaic
uval	uval
vermicular	vermicular
vertible	vertibile
vidual	vidual
vilipendiador	vilipendente
vinolento	vinolente
visualizador	visualisante
vivífico	vivific
vocalizador	vocalisante
vulpino	vulpin
zelandés	zelandese
óctuple	octuple
abaxial	abaxial
abeliano	abelian
aboral	aboral
abordador	abbordante
abreviable	abbreviabile
abrogatorio	abrogatori
absolvedor	absolvente
abstergente	abstergente
abstersivo	abstersive
acabador	finiente
acatador	compliente
acataléctico	acatalectic
acelular	acellular
acescente	acescente
acetilénico	acetylenic
acetónico	acetonic
acetoso	acetose
acíclico	acyclic
acidificante	acidificante
acidógeno	acidogene
aclamante	acclamante
aclimatable	acclimatabile
aclínico	aclinic
acomodativo	accommodative
acompañante	accompaniante
acoplable	accopulabile
acordable	accordabile
acortable	curtabile
acreditable	accreditabile
acrimonioso	acrimoniose
acrocéfalo	acrocephale
actinométrico	actinometric
activable	activabile
actualizable	actualisabile
acuciador	acutiante
acuñado	cuneate
acusativo	accusative
adicionable	additionabile
adicionador	additionante
adjudicable	adjudicabile
adónico	adonic
adoptado	adoptate
adrenocortical	adrenocortical
adulterable	adulterabile
adulterado	adulterate
adulterador	adulterante
aeriforme	aeriforme
aerolítico	aerolithic
afghano	afghan
afijal	affixal
afiláctico	aphylactic
afocal	afocal
ágamo	agame
aglutinativo	agglutinative
agravador	aggravatori
agregado	aggregate
agregador	aggregante
alabador	laudante
albuminoide	albuminoide
albuminúrico	albuminuric
alcaico	alcaic
algal	algal
algínico	alginic
alicíclico	alicyclic
alílico	allylic
aliterado	alliterate
allanador	applanante
allegador	allegante
alodial	allodial
alofónico	allophonic
alogenético	allogenetic
alojado	allogiate
alomórfico	allomorphic
alomorfo	allomorphe
altercador	altercante
aluminoso	aluminose
amaurótico	amaurotic
ambientador	ambientante
ameboide	ameboide
amentáceo	amentacee
ametrópico	ametropic
amical	amical
amigdalino	amygdalin
amotinador	motinante
amplexicaulo	amplexicaule
anabático	anabatic
anapéstico	anapestic
anastigmático	anastigmatic
andrógeno	androgene
anemográfico	anemographic
aneroide	aneroide
aneurismático	aneurismatic
anidable	annidabile
anóxico	anoxic
anserino	anserin
antemeridiano	antemeridian
antenupcial	antenuptial
anticipado	anticipate
antimagnético	antimagnetic
antimitótico	antimitotic
antiperistáltico	antiperistaltic
antisifilítico	antisyphilitic
antitrinitario	antitrinitari
antroponímico	anthroponymic
anudador	nodante
anúo	annue
aorístico	aoristic
apaciguante	appaciante
apagador	extinguente
aparecido	apparite
apartador	appartante
apetecedor	appetente
apirético	apyretic
aplanado	applanate
aplanático	aplanatic
aportable	apportabile
aportante	apportante
apostante	spondente
apoyable	appoiabile
apreciado	appreciate
aprehensible	apprehensibile
apresador	pressante
aprobativo	approbative
aproximante	approximante
aquietador	quiescente
arabizante	arabisante
arador	arante
arañador	grattante
araquídico	arachidic
arbitrativo	arbitrative
archiducal	archiducal
argentoso	argentose
armador	armante
armoricano	armorican
arquiepiscopal	archiepiscopal
arrogador	arrogatori
arropador	vestiente
arrugable	arrugabile
ascórbico	ascorbic
asediador	assediatori
asetado	assetate
asible	colligibile
aspártico	aspartic
asqueante	disgustante
atérmano	atherman
atrapado	attrappate
atribuidor	attribuitori
aural	aural
auriforme	auriforme
austrohúngaro	austrohungare
autenticable	authenticabile
autofágico	autophagic
autofinanciado	autofinanciate
autógamo	autogame
autográfico	autographic
automatizable	automatisabile
automatizado	automatisate
autorizable	autorisabile
autorizante	autorisante
autorizatorio	autorisatori
auxiliable	auxiliabile
azeotrópico	azeotropic
balanceante	balanciante
banqueteador	banchettante
baricéntrico	barycentric
barítono	barytone
basculable	basculabile
basculador	basculatori
basílico	basilic
bastante	bastante
behaviorista	behaviorista
bemolizado	bemollisate
bhutanés	bhutanese
bibásico	bibasic
bicelular	bicellular
bicipital	bicipital
bicípite	bicipite
bicuadrado	biquadrate
bicuadrático	biquadratic
bicuspidado	bicuspidate
bifilar	bifilar
bilinear	bilinear
bimolecular	bimolecular
binasal	binasal
binaural	binaural
biógeno	biogene
bíparo	bipare
bituminado	bituminate
blanqueante	blanchiente
blasonador	blasonante
bloqueable	blocabile
bloqueante	blocante
bolchevista	bolchevista
bordador	bordante
borrable	borrabile
bostezador	oscitante
botador	jectante
botulínico	botulinic
bregmático	bregmatic
briológico	bryologic
bromhídrico	bromhydric
browniano	brownian
brumal	brumal
bucolabial	buccolabial
bucolingual	buccolingual
buen	bon
bulbiforme	bulbiforme
burbujeante	ebulliente
burocratizado	bureaucratisate
butírico	butyric
cabreante	irritante
calcífugo	calcifuge
calculoso	calculose
calibrable	calibrabile
calórico	caloric
calorífero	calorifere
calorífugo	calorifuge
cambial	cambial
camítico	chamitic
canalizador	canalisante
cancelable	cancellabile
canceriforme	canceriforme
candiota	candiota
capacitativo	habilitative
capacitivo	capacitive
capitalizador	capitalisante
cáprico	capric
caprílico	caprylic
caproico	caproic
captatorio	captatori
caramelizado	caramelisate
carbocíclico	carbocyclic
carcinomatoso	carcinomatose
cardánico	cardanic
cardiálgico	cardialgic
cargable	cargabile
cariocinético	caryocinetic
cariógeno	cariogene
carotídeo	carotidee
cartométrico	cartometric
catabático	catabatic
cataléctico	catalectic
catalizado	catalysate
caucionable	cautionabile
caucional	cautional
cavador	cavante
celtibero	celtibere
cenador	cenante
ceñidor	cingente
centésimo	centesime
céntuple	centuple
cercador	cercante
cerebeloso	cerebellose
cerebrospinal	cerebrospinal
cerebrovascular	cerebrovascular
certificante	certificante
certificatorio	certificatori
ceruminoso	ceruminose
cervario	cervari
cesible	cessibile
chantajeador	extorquente
cicatrizativo	cicatrisative
cicloidal	cycloidal
ciclotrónico	cyclotronic
cimoso	cymose
cinocéfalo	cynocephale
ciprio	cyprie
civilizable	civilisabile
civilizatorio	civilisatori
clave	clave
clonal	clonal
cloroso	chlorose
cobáltico	cobaltic
cobrador	exigente
cocleariforme	cocleariforme
codiciado	concupiscite
codicilar	codicillar
coeterno	coeterne
coevo	coeve
colaborante	collaborante
colapsable	collabibile
colativo	colative
coligativo	coalisative
colonizable	colonisabile
colorativo	colorative
coluvial	colluvial
combinador	combinante
comercializable	commercialisabile
comercializador	commercialisante
comisorio	commissori
comisural	commissural
compactador	compactante
compatibilizador	compatibilisante
compilable	compilabile
componedor	componente
comportable	comportabile
compostable	compostabile
compulsorio	compulsori
computerizado	computerisate
concernido	concernite
conchoide	conchoide
conciliativo	conciliative
concoidal	conchoidal
concordador	concordatori
concordativo	concordative
concreado	concreate
concrescente	concrescente
concusionario	concussionari
condensativo	condensative
conducido	conducite
conductométrico	conductometric
conectante	connectente
confirmable	confirmabile
conformante	conformante
confucianista	confucianista
confutador	confutante
confutatorio	confutatori
conglutinante	conglutinante
conglutinativo	conglutinative
conjeturador	conjecturante
conmensurativo	commensurative
conmocionado	commovite
consignativo	consignative
consorcial	consortial
consultativo	consultative
contabilizable	contabilisabile
contactable	contactabile
contactado	contactate
contérmino	contermine
contingible	contingibile
contraplacado	contraplacate
contratado	contractate
controlado	controlate
convenido	convenite
coplanar	coplanar
coriámbico	choriambic
coriónico	chorionic
corniforme	corniforme
cosible	suibile
costovertebral	costovertebral
cotidal	cotidal
cotizante	quotisante
coxálgico	coxalgic
coxofemoral	coxofemoral
craniano	cranian
criminalístico	criminalistic
criogeno	cryogene
crioscópico	cryoscopic
criptogenético	cryptogenetic
criselefantino	chryselephantin
crispador	crispante
cromatógeno	chromatogene
cromatográfico	chromatographic
cromógeno	chromogene
cronometrador	chronometrante
crotónico	crotonic
cuadrable	quadrabile
cuadragenario	quadragenari
cuadragesimal	quadragesimal
cuadriliteral	quadrilitteral
cuadrilítero	quadrilittere
cuadripartido	quadripartite
cuadrivalente	quadrivalente
cuadruplicado	quadruplicate
cualificador	qualificante
cualificante	qualificante
cuantizado	quantisate
cuártico	quartic
cubriente	coperiente
cumulante	cumulante
cursivo	cursive
cuspidado	cuspidate
dalmaciano	dalmatian
danzante	dansante
debido	debite
decágono	decagone
decasílabo	decasyllabe
decelerador	decelerante
decidual	decidual
declarador	declarante
declinatorio	declinatori
décuple	decuple
defectible	defectibile
deformado	deformate
delatable	delatabile
delegativo	delegative
deltoideo	deltoidee
delustrante	delustrante
demeritorio	demeritori
dendrográfico	dendrographic
dendrológico	dendrologic
dendrométrico	dendrometric
denominable	denominabile
denominado	denominate
densimétrico	densimetric
densitométrico	densitometric
dentiforme	dentiforme
deparador	presentante
departidor	departiente
depositador	depositante
depravador	depravante
deprecativo	deprecative
depuratorio	depuratori
derivable	derivabile
derivador	derivante
derogador	derogante
derramador	vertente
desbarbador	disbarbante
descalificante	disqualificante
descomponedor	decomponente
desconcertador	disconcertatori
descontaminado	discontaminate
descontinuo	discontinue
descornador	discornante
descremado	discremate
desdeñador	disdignante
desecativo	dissecative
desembragable	disaccopulabile
desequilibrante	disequilibrante
deserrado	disserrate
deshidratado	dishydratate
desiderable	desiderabile
desilusionado	disillusionate
desincronizado	desynchronisate
deslizador	glissante
deslustrador	dislustrante
desmagnetizante	demagnetisante
desmembrador	dismembrante
desnatado	scumate
desoxidable	disoxydabile
desoxidante	disoxydante
desoxigenante	disoxygenante
desparramador	spargente
despendedor	dispendente
desplantador	displantante
despolarizante	dispolarisante
destellante	fulgurante
destilable	distillabile
destilado	distillate
destilatorio	distillatori
destituible	destituibile
destituidor	destituitori
destornillador	disvitante
destruidor	destruitori
determinístico	deterministic
